Comment	ADVsub	comment
ung	DETndf	un
très	ADVgen	très
bon	ADJqua	bon
office	NOMcom	office
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
dont	PROrel	dont
il	PROper	il
estoit	VERcjg	estre
né	VERppe	naître
et	CONcoo	et
la	DETdef	le
traicte	NOMcom	traite
des	PRE.DETdef	de.le
vins	NOMcom	vin
qu'	PROrel	que
il	PROper	il
demandoit	VERcjg	demander
et	CONcoo	et
mil	DETcar	mille
francs	NOMcom	franc
contant	VERppa	conter
pour	PRE	pour
faire	VERinf	faire
venir	VERinf	venir
sa	DETpos	son
femme	NOMcom	femme
;	PONfbl	;
et	CONcoo	et
envoya	VERcjg	envoyer
ung	DETndf	un
sien	ADJpos	sien
frère	NOMcom	frère
en	PRE	en
Angleterre	NOMpro	Angleterre
sans	PRE	sans
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
y	PROadv	y
allast	VERcjg	aller
.	PONfrt	.

Et	CONcoo	et
ainsi	ADVgen	ainsi
le	DETdef	le
roy	NOMcom	roi
se	PROper	soi
condampna	VERcjg	condamner
en	PRE	en
ceste	DETdem	cest
admende	NOMcom	amende
,	PONfbl	,
congnoissant	VERppa	connaître
qu'	CONsub	que
il	PROper	il
avoit	VERcjg	avoir
trop	ADVgen	trop
parlé	VERppe	parler
.	PONfrt	.

Le	DETdef	le
rétablissement	NOMcom	rétablissement
de	PRE	de
la	DETdef	le
paix	NOMcom	paix
.	PONfrt	.

Les	DETdef	le
manoeuvres	NOMcom	manoeuvre
de	PRE	de
SaintPol	NOMpro	Saintol
et	CONcoo	et
la	DETdef	le
retraite	VERppe	retraire
des	PRE.DETdef	de.le
Anglais	NOMpro	Anglais
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Ce	DETdem	ce
jour	NOMcom	jour
dont	PROrel	dont
je	PROper	je
parle	VERcjg	parler
,	PONfbl	,
qui	PROrel	que
fut	VERcjg	être
l'	DETdef	le
endemain	NOMcom	endemain
de	PRE	de
nostre	DETpos	notre
veüe	NOMcom	vëue
,	PONfbl	,
monsr	NOMcom	moncre
le	DETdef	le
connestable	NOMcom	connétable
envoya	VERcjg	envoyer
ung	DETndf	un
sien	ADJpos	sien
serviteur	NOMcom	serviteur
nommé	VERppe	nommer
Rappine	NOMpro	Rappine
,	PONfbl	,
à	PRE	à
qui	PROrel	que
depuis	PRE	depuis
le	DETdef	le
roy	NOMcom	roi
feït	VERcjg	faire
du	PRE.DETdef	de.le
bien	NOMcom	bien
et	CONcoo	et
estoit	VERcjg	estre
bon	ADJqua	bon
serviteur	NOMcom	serviteur
de	PRE	de
son	DETpos	son
maistre	NOMcom	maître
,	PONfbl	,
lequel	PROrel	lequel
apporta	VERcjg	apporter
lettres	NOMcom	lettre
au	PRE.DETdef	a
roy	NOMcom	roi
.	PONfrt	.

Ledict	DETcom	ledit
seigneur	NOMcom	seigneur
voulut	VERcjg	vouloir
que	CONsub	que
monsr	NOMcom	moncre
du	PRE.DETdef	de.le
Lude	NOMpro	Lude
et	CONcoo	et
moy	PROper	moi
oýssions	VERcjg	oser
sa	DETpos	son
creance	NOMcom	créance
.	PONfrt	.

Or	ADVgen	or
estoit	VERcjg	estre
jà	ADVgen	jà
revenu	VERppe	revenir
monsr	NOMcom	moncre
de	PRE	de
Contay	NOMpro	Contay
de	PRE	de
la	DETdef	le
marchandise	NOMcom	marchandise
contre	PRE	contre
ledict	DETcom	ledit
connestable	NOMcom	connétable
,	PONfbl	,
dont	PROrel	dont
vous	PROper	vous
avez	VERcjg	avoir
ouy	VERppe	ouïr
parler	VERinf	parler
cy	ADVgen	ci
dessus	ADVgen	dessus
,	PONfbl	,
et	CONcoo	et
ne	ADVneg	ne
sçavoit	VERcjg	savoir
plus	ADVgen	plus
ledict	DETcom	ledit
connestable	NOMcom	connétable
à	PRE	à
quel	DETrel	quel
sainct	NOMcom	saint
se	PROper	soi
vouer	VERinf	vouer
et	CONcoo	et
se	PROper	soi
tenoit	VERcjg	tenir
comme	CONsub	comme
pour	PRE	pour
perdu	VERppe	perdre
.	PONfrt	.

Les	DETdef	le
parolles	NOMcom	parole
que	PROrel	que
nous	PROper	nous
dist	VERcjg	dire
Rappine	NOMpro	Rappine
estoient	VERcjg	être
très	ADVgen	très
humbles	ADJqua	umble
et	CONcoo	et
que	CONsub	que
son	DETpos	son
maistre	NOMcom	maître
sçavoit	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
on	PROind	on
avoit	VERcjg	avoir
faict	VERppe	faire
beaucoup	ADVgen	beaucoup
de	PRE	de
rapportz	NOMcom	rapport
contre	PRE	contre
luy	PROper	lui
,	PONfbl	,
mais	ADVgen	mais
qu'	CONsub	que
il	PROper	il
avoit	VERcjg	avoir
bien	ADVgen	bien
peü	VERppe	paistre
congnoistre	VERinf	connaître
par	PRE	par
experience	NOMcom	expérience
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
avoit	VERcjg	avoir
point	ADVneg	point
voulu	VERppe	vouloir
faire	VERinf	faire
de	PRE	de
faulte	NOMcom	faute
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
myeulx	ADVgen	mieux
asseürer	VERinf	assëurer
le	DETdef	le
roy	NOMcom	roi
de	PRE	de
son	DETpos	son
vouloir	VERinf	vouloir
,	PONfbl	,
entra	VERcjg	entrer
en	PRE	en
quelque	DETind	quel
marché	NOMcom	marché
de	PRE	de
reduyre	VERinf	réduire
monsr	NOMcom	moncre
de	PRE	de
Bourgongne	NOMpro	Burgonde
en	PRE	en
façon	NOMcom	façon
qu'	CONsub	que
il	PROper	il
ayderoit	VERcjg	aidier
à	PRE	à
destrousser	VERinf	détrousser
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
et	CONcoo	et
toute	DETind	tout
sa	DETpos	son
bende	NOMcom	bende
,	PONfbl	,
s'	CONsub	se
il	PROper	il
vouloit	VERcjg	vouloir
.	PONfrt	.

Et	CONcoo	et
sembloit	VERcjg	sembler
bien	ADVgen	bien
,	PONfbl	,
à	PRE	à
sa	DETpos	son
façon	NOMcom	façon
de	PRE	de
parler	VERinf	parler
,	PONfbl	,
que	CONsub	que
son	DETpos	son
maistre	NOMcom	maître
estoit	VERcjg	estre
despourveü	VERppe	dépourvoir
de	PRE	de
toute	DETind	tout
esperance	NOMcom	espérance
.	PONfrt	.

Nous	PROper	nous
luy	PROper	lui
dismes	VERcjg	dire
que	CONsub	que
nous	PROper	nous
avions	VERcjg	avoir
bon	ADJqua	bon
accord	NOMcom	accord
avecques	PRE	avec
les	DETdef	le
Angloys	NOMpro	Anglois
et	CONcoo	et
que	CONsub	que
nous	PROper	nous
n'	ADVneg	ne
y	PROadv	y
voulions	VERcjg	vouloir
point	ADVneg	point
de	PRE	de
debat	NOMcom	debat
;	PONfbl	;
et	CONcoo	et
s'	PROper	soi
adventura	VERcjg	adventurer
monsr	NOMcom	moncre
du	PRE.DETdef	de.le
Lude	NOMpro	Lude
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
avecques	PRE	avec
moy	PROper	moi
,	PONfbl	,
jusques	PRE	jusque
à	PRE	à
luy	PROper	lui
demander	VERinf	demander
s'	CONsub	se
il	PROper	il
ne	ADVneg	ne
savoit	VERcjg	savoir
point	ADVneg	point
où	PROrel	où
estoit	VERcjg	estre
l'	DETdef	le
argent	NOMcom	argent
contant	VERppa	conter
de	PRE	de
son	DETpos	son
maistre	NOMcom	maître
.	PONfrt	.

Je	PROper	je
m'	PROper	je
esbahys	VERcjg	ébahir
comment	ADVsub	comment
ceste	DETdem	cest
parolle	NOMcom	parole
(	PONpga	(
veü	VERppe	vëoir
que	CONsub	que
cestuylà	NOMcom	cestuil
estoit	VERcjg	estre
très	ADVgen	très
bon	ADJqua	bon
serviteur	NOMcom	serviteur
)	PONpdr	)
ne	ADVneg	ne
fist	VERcjg	faire
fouyr	VERinf	fuir
ledict	DETcom	ledit
connestable	NOMcom	connétable
et	CONcoo	et
entendre	VERinf	entendre
son	DETpos	son
cas	NOMcom	cas
et	CONcoo	et
ce	PROdem	ce
que	PROrel	que
on	PROind	on
luy	PROper	lui
procuroit	VERcjg	procurer
,	PONfbl	,
et	CONcoo	et
encores	ADVgen	encore
veü	VERppe	vëoir
le	DETdef	le
peril	NOMcom	peril
en	PRE	en
quoy	PROrel	quoi
il	PROper	il
avoit	VERcjg	avoir
esté	VERppe	être
n'	ADVneg	ne
avoit	VERcjg	avoir
que	ADVgen	que
ung	DETndf	un
an	NOMcom	an
.	PONfrt	.

Mais	CONcoo	mais
j'	PROper	je
ay	VERcjg	avoir
peu	ADVgen	peu
veü	VERppe	vëoir
de	PRE	de
gens	NOMcom	gens
en	PRE	en
ma	DETpos	mon
vie	NOMcom	vie
qui	PROrel	que
sachent	VERcjg	savoir
fouyr	VERinf	fuir
à	PRE	à
temps	NOMcom	temps
,	PONfbl	,
ne	CONcoo	ne
cy	ADVgen	ci
,	PONfbl	,
ne	CONcoo	ne
ailleurs	ADVgen	ailleurs
:	PONfbl	:
les	DETdef	le
ungs	PROind	un
n'	ADVneg	ne
ont	VERcjg	avoir
point	ADVneg	point
d'	PRE	de
esperance	NOMcom	espérance
d'	PRE	de
avoir	VERinf	avoir
recueil	NOMcom	recueil
et	CONcoo	et
seüreté	NOMcom	sëureté
ès	PRE.DETdef	en.le
pays	NOMcom	pays
voysins	ADJqua	voisin
;	PONfbl	;
les	DETdef	le
autres	PROind	autre
ont	VERcjg	avoir
trop	ADVgen	trop
d'	PRE	de
amour	NOMcom	amour
à	PRE	à
leurs	DETpos	leur
biens	NOMcom	bien
,	PONfbl	,
à	PRE	à
leurs	DETpos	leur
femmes	NOMcom	femme
et	CONcoo	et
à	PRE	à
leurs	DETpos	leur
enfans	NOMcom	enfant
.	PONfrt	.

Et	CONcoo	et
ces	DETdem	ce
raisons	NOMcom	raison
ont	VERcjg	avoir
esté	VERppe	être
cause	NOMcom	cause
de	PRE	de
faire	VERinf	faire
perir	VERinf	périr
beaucoup	ADVgen	beaucoup
de	PRE	de
gens	NOMcom	gens
de	PRE	de
bien	NOMcom	bien
.	PONfrt	.

Quant	CONsub	quand
nous	PROper	nous
eusmes	VERcjg	avoir
fait	VERppe	faire
nostre	DETpos	notre
rapport	NOMcom	rapport
au	PRE.DETdef	a
roy	NOMcom	roi
,	PONfbl	,
il	PROper	il
appella	VERcjg	appeler
ung	DETndf	un
secretaire	NOMcom	secretaire
.	PONfrt	.

Et	CONcoo	et
n'	ADVneg	ne
y	PROadv	y
avoit	VERcjg	avoir
avecques	PRE	avec
luy	PROper	lui
que	ADVgen	que
monsr	NOMcom	moncre
de	PRE	de
Havart	NOMpro	Havart
,	PONfbl	,
serviteur	NOMcom	serviteur
du	PRE.DETdef	de.le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
qui	PROrel	que
ne	ADVneg	ne
savoit	VERcjg	savoir
riens	PROind	rien
de	PRE	de
ce	PROdem	ce
que	PROrel	que
on	PROind	on
gardoit	VERcjg	garder
audict	PRE.DETcom	à.ledit
connestable	NOMcom	connétable
;	PONfbl	;
et	CONcoo	et
y	PROadv	y
estoit	VERcjg	estre
le	DETdef	le
seigneur	NOMcom	seigneur
de	PRE	de
Contay	NOMpro	Contay
,	PONfbl	,
qui	PROrel	que
revenoit	VERcjg	revenir
d'	PRE	de
avec	PRE	avec
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
et	CONcoo	et
nous	PROper	nous
deux	PROcar	deux
,	PONfbl	,
qui	PROrel	que
avions	VERcjg	avoir
parlé	VERppe	parler
audict	PRE.DETcom	à.ledit
Rappine	NOMpro	Rappine
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
nomma	VERcjg	nommer
unes	DETndf	un
lettres	NOMcom	lettre
audict	PRE.DETcom	à.ledit
connestable	NOMcom	connétable
;	PONfbl	;
et	CONcoo	et
luy	PROper	lui
mandoit	VERcjg	mander
ce	PROdem	ce
qui	PROrel	que
avoit	VERcjg	avoir
esté	VERppe	être
faict	VERppe	faire
le	DETdef	le
jour	NOMcom	jour
de	PRE	de
devant	ADVgen	devant
et	CONcoo	et
de	PRE	de
ceste	DETdem	cest
trève	NOMcom	treve
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
empesché	VERppe	empeschier
en	PRE	en
beaucoup	ADVgen	beaucoup
de	PRE	de
grans	ADJqua	grand
affaires	NOMcom	affaire
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
avoit	VERcjg	avoir
bien	ADVgen	bien
à	PRE	à
besongner	VERinf	besogner
d'	PRE	de
une	DETndf	un
telle	ADJind	tel
teste	NOMcom	teste
comme	CONsub	comme
la	DETdef	le
sienne	PROpos	sien
.	PONfrt	.

Et	CONcoo	et
puis	ADVgen	puis
se	PROper	soi
retourna	VERcjg	retourner
devant	PRE	devant
l'	DETdef	le
Angloys	NOMpro	Anglois
et	CONcoo	et
monsr	NOMcom	moncre
de	PRE	de
Contay	NOMpro	Contay
et	CONcoo	et
leur	PROper	leur
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Je	PROper	je
n'	ADVneg	ne
entendz	VERcjg	entendre
point	ADVneg	point
que	CONsub	que
nous	PROper	nous
eussions	VERcjg	avoir
le	DETdef	le
corps	NOMcom	corps
,	PONfbl	,
mais	CONcoo	mais
j'	PROper	je
entendz	VERcjg	entendre
que	CONsub	que
nous	PROper	nous
eussions	VERcjg	avoir
la	DETdef	le
teste	NOMcom	teste
et	CONcoo	et
que	CONsub	que
le	DETdef	le
corps	NOMcom	corps
fust	VERcjg	estre
demeuré	VERppe	demeurer
.	PONfbl	.
”	PONpdr	”
Ceste	DETdem	cest
lettre	NOMcom	lettre
fut	VERcjg	être
baillée	VERppe	bailler
à	PRE	à
Rappine	NOMpro	Rappine
,	PONfbl	,
qui	PROrel	que
la	PROper	il
trouva	VERcjg	trouver
très	ADVgen	très
bonne	ADJqua	bon
;	PONfbl	;
et	CONcoo	et
luy	PROper	lui
sembla	VERcjg	sembler
parolle	NOMcom	parole
très	ADVgen	très
amyable	ADJqua	amiable
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
disoit	VERcjg	dire
qu'	CONsub	que
il	PROper	il
avoit	VERcjg	avoir
très	ADVgen	très
bien	ADVgen	bien
à	PRE	à
besongner	VERinf	besogner
d'	PRE	de
une	DETndf	un
telle	ADJind	tel
teste	NOMcom	teste
que	CONsub	que
celle	PROdem	celui
de	PRE	de
son	DETpos	son
maistre	NOMcom	maître
et	CONcoo	et
n'	ADVneg	ne
entendoit	VERcjg	entendre
point	ADVneg	point
la	DETdef	le
fin	NOMcom	fin
de	PRE	de
ceste	DETdem	cest
parolle	NOMcom	parole
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
envoya	VERcjg	envoyer
au	PRE.DETdef	a
roy	NOMcom	roi
les	DETdef	le
lettres	NOMcom	lettre
de	PRE	de
creance	NOMcom	créance
que	PROrel	que
ledict	DETcom	ledit
connestable	NOMcom	connétable
luy	PROper	lui
avoit	VERcjg	avoir
escriptes	VERppe	écrire
et	CONcoo	et
manda	VERcjg	mander
toutes	DETind	tous
les	DETdef	le
parolles	NOMcom	parole
qu'	PROrel	que
il	PROper	il
luy	PROper	lui
avoit	VERcjg	avoir
jamais	ADVgen	jamais
mandées	VERppe	mander
.	PONfrt	.

Et	CONcoo	et
ainsi	ADVgen	ainsi
povez	VERcjg	pouvoir
veoir	VERinf	vëoir
en	PRE	en
quel	DETrel	quel
estat	NOMcom	état
il	PROper	il
s'	PROper	soi
estoit	VERcjg	estre
mys	VERppe	metre
entre	PRE	entre
ces	DETdem	ce
trois	ADJcar	trois
grans	ADJqua	grand
hommes	NOMcom	homme
,	PONfbl	,
car	CONcoo	car
chascun	PROind	chascun
des	PRE.DETdef	de.le
troys	PROcar	trois
luy	PROper	lui
vouloit	VERcjg	vouloir
la	DETdef	le
mort	NOMcom	mort
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
après	PRE	après
avoir	VERinf	avoir
receü	VERppe	recevoir
son	DETpos	son
argent	NOMcom	argent
,	PONfbl	,
se	PROper	soi
mist	VERcjg	mettre
à	PRE	à
chemin	NOMcom	chemin
droit	ADVgen	droit
à	PRE	à
Calaix	NOMpro	Calaix
,	PONfbl	,
à	PRE	à
bonnes	ADJqua	bon
journées	NOMcom	journée
,	PONfbl	,
car	CONcoo	car
il	PROper	il
doubtoit	VERcjg	douter
la	DETdef	le
hayne	NOMcom	haine
du	PRE.DETdef	de.le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
et	CONcoo	et
de	PRE	de
ceulx	PROdem	celui
du	PRE.DETdef	de.le
pays	NOMcom	pays
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
à	PRE	à
la	DETdef	le
verité	NOMcom	verité
,	PONfbl	,
quant	CONsub	cant
ses	DETpos	son
gens	NOMcom	gens
s'	PROper	soi
escartoient	VERcjg	escarter
,	PONfbl	,
quelcun	PROind	qualcun
en	PROadv	en
demouroit	VERcjg	demeurer
tousjours	ADVgen	toujours
par	PRE	par
les	DETdef	le
buyssons	NOMcom	buisson
.	PONfrt	.

Et	CONcoo	et
laissa	VERcjg	laisser
ses	DETpos	son
ostaiges	NOMcom	ostage
,	PONfbl	,
comme	CONsub	comme
il	PROper	il
avoit	VERcjg	avoir
promis	VERppe	prometre
,	PONfbl	,
monsr	NOMcom	moncre
de	PRE	de
Havart	NOMpro	Havart
et	CONcoo	et
messire	NOMcom	seignor
Jehan	NOMpro	Jean
Chesnay	NOMpro	Chénay
,	PONfbl	,
grant	ADJqua	grant
escuyer	NOMcom	écuyer
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
jusques	PRE	jusque
à	PRE	à
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
fust	VERcjg	estre
passé	VERppe	passer
la	DETdef	le
mer	NOMcom	mer
.	PONfrt	.

Vous	PROper	vous
avez	VERcjg	avoir
ouy	VERppe	ouïr
,	PONfbl	,
au	PRE.DETdef	a
commencement	NOMcom	commencement
de	PRE	de
ceste	DETdem	cest
matière	NOMcom	matiere
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
comme	CONsub	comme
ce	DETdem	ce
roy	NOMcom	roi
icy	ADVgen	ici
n'	ADVneg	ne
avoit	VERcjg	avoir
point	ADVneg	point
fort	ADVgen	fort
la	DETdef	le
matière	NOMcom	matiere
à	PRE	à
cueur	NOMcom	cueur
.	PONfrt	.

Car	CONcoo	car
dès	PRE	dès
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
à	PRE	à
Douvres	NOMpro	Douvre
,	PONfbl	,
en	PRE	en
Angleterre	NOMpro	Angleterre
,	PONfbl	,
et	CONcoo	et
avant	ADVgen	avant
que	CONsub	que
monter	VERinf	monter
au	PRE.DETdef	a
navire	NOMcom	navire
pour	PRE	pour
passer	VERinf	passer
,	PONfbl	,
il	PROper	il
entra	VERcjg	entrer
en	PRE	en
pratique	NOMcom	pratique
avecques	PRE	avec
nous	PROper	nous
.	PONfrt	.

Et	CONcoo	et
ce	PROdem	ce
qui	PROrel	que
le	PROper	il
faisoit	VERcjg	faire
passer	VERinf	passer
deçà	ADVgen	deça
estoit	VERcjg	estre
pour	PRE	pour
deux	DETcar	deux
fins	NOMcom	fin
:	PONfbl	:
l'	DETdef	le
une	PROind	un
,	PONfbl	,
que	CONsub	que
tout	DETind	tout
son	DETpos	son
royaulme	NOMcom	royaume
le	PROper	il
desiroit	VERcjg	désirer
,	PONfbl	,
comme	CONsub	comme
ilz	PROper	il
ont	VERcjg	avoir
accoustumé	VERppe	accoutumer
le	DETdef	le
temps	NOMcom	temps
passé	VERppe	passer
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
presse	NOMcom	presse
que	PROrel	que
leur	PROper	leur
en	PROadv	en
faisoit	VERcjg	faire
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
;	PONfbl	;
l'	DETdef	le
autre	ADJind	autre
raison	NOMcom	raison
estoit	VERcjg	estre
pour	PRE	pour
reserver	VERinf	resserver
une	DETndf	un
bonne	ADJqua	bon
grosse	ADJqua	gros
somme	NOMcom	somme
d'	PRE	de
argent	NOMcom	argent
de	PRE	de
celluy	PROdem	celui
qu'	PROrel	que
il	PROper	il
levoit	VERcjg	lever
en	PRE	en
Angleterre	NOMpro	Angleterre
pour	PRE	pour
faire	VERinf	faire
ce	DETdem	ce
passaige	NOMcom	passage
.	PONfrt	.

Car	CONcoo	car
,	PONfbl	,
comme	CONsub	comme
vous	PROper	vous
avez	VERcjg	avoir
ouy	VERppe	ouïr
,	PONfbl	,
les	DETdef	le
roys	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
ne	ADVneg	ne
lièvent	VERcjg	lier
riens	PROind	rien
que	PROrel	que
leur	PROper	leur
demaine	VERcjg	démener
,	PONfbl	,
si	ADVgen	si
n'	ADVneg	ne
est	VERcjg	estre
pour	PRE	pour
ceste	DETdem	cest
guerre	NOMcom	guerre
de	PRE	de
France	NOMpro	France
.	PONfrt	.

Une	DETndf	un
autre	ADJind	autre
habillité	NOMcom	habilité
avoit	VERcjg	avoir
faict	VERppe	faire
ledict	DETcom	ledit
roy	NOMcom	roi
pour	PRE	pour
contenter	VERinf	contenter
ses	DETpos	son
subjectz	NOMcom	sujét
.	PONfrt	.

Il	PROper	il
avoit	VERcjg	avoir
amené	VERppe	amener
dix	DETcar	dix
ou	CONcoo	o
douze	DETcar	douze
hommes	NOMcom	homme
,	PONfbl	,
que	CONcoo	que
de	PRE	de
Londres	NOMpro	Londene
,	PONfbl	,
que	CONsub	que
d'	PRE	de
autres	DETind	autre
villes	NOMcom	ville
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
gros	ADJqua	gros
et	CONcoo	et
gras	ADJqua	cras
,	PONfbl	,
qui	PROrel	que
estoient	VERcjg	être
des	PRE.DETdef	de.le
principaulx	NOMcom	principal
entre	PRE	entre
les	DETdef	le
communes	NOMcom	commune
d'	PRE	de
Angleterre	NOMpro	Angleterre
et	CONcoo	et
qui	PROrel	que
estoient	VERcjg	être
ceulx	PROdem	celui
qui	PROrel	que
avoient	VERcjg	avoir
fort	ADVgen	fort
tenu	VERppe	tenir
la	DETdef	le
main	NOMcom	main
à	PRE	à
ce	DETdem	ce
passaige	NOMcom	passage
et	CONcoo	et
à	PRE	à
mectre	VERinf	mettre
sus	PRE	sus
ceste	DETdem	cest
puissante	ADJqua	poissant
armée	NOMcom	armée
.	PONfrt	.

Ledict	DETcom	ledit
roy	NOMcom	roi
les	PROper	il
faisoit	VERcjg	faire
loger	VERinf	loger
en	PRE	en
bonnes	ADJqua	bon
tentes	NOMcom	tente
;	PONfbl	;
mais	CONcoo	mais
ce	PROdem	ce
n'	ADVneg	ne
estoit	VERcjg	estre
point	ADVneg	point
la	DETdef	le
vie	NOMcom	vie
qu'	PROrel	que
ilz	PROper	il
avoient	VERcjg	avoir
accoustumée	VERppe	accoutumer
,	PONfbl	,
et	CONcoo	et
en	PROadv	en
furent	VERcjg	estre
tost	ADVgen	tost
las	ADJqua	las
;	PONfbl	;
et	CONcoo	et
cuydoient	VERcjg	cuidier
que	CONsub	que
,	PONfbl	,
au	PRE.DETdef	a
bout	NOMcom	bout
de	PRE	de
troys	DETcar	trois
jours	NOMcom	jour
,	PONfbl	,
ilz	PROper	il
deüssent	VERcjg	devoir
avoir	VERinf	avoir
une	DETndf	un
bataille	NOMcom	bataille
quant	CONsub	cant
ilz	PROper	il
seroient	VERcjg	estre
deçà	PRE	deçà
la	DETdef	le
mer	NOMcom	mer
.	PONfrt	.

Et	CONcoo	et
ledict	DETcom	ledit
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
aydoit	VERcjg	aider
à	PRE	à
leur	PROper	leur
faire	VERinf	faire
des	PRE.DETdef	de.le
doubtes	NOMcom	doute
et	CONcoo	et
des	PRE.DETdef	de.le
crainctes	NOMcom	créante
et	CONcoo	et
à	PRE	à
leur	PROper	leur
faire	VERinf	faire
trouver	VERinf	trouver
la	DETdef	le
paix	NOMcom	paix
bonne	ADJqua	bon
,	PONfbl	,
affin	ADVgen	afin
qu'	CONsub	que
ilz	PROper	il
luy	PROper	lui
aydassent	VERcjg	aider
,	PONfbl	,
quant	CONsub	cant
ilz	PROper	il
seroient	VERcjg	estre
de	PRE	de
retour	NOMcom	retour
en	PRE	en
Angleterre	NOMpro	Angleterre
,	PONfbl	,
à	PRE	à
estaindre	VERinf	esteindre
les	DETdef	le
murmures	NOMcom	murmure
qui	PROrel	que
pourroient	VERcjg	pouvoir
estre	VERinf	estre
à	PRE	à
cause	NOMcom	cause
de	PRE	de
son	DETpos	son
retour	NOMcom	retour
.	PONfrt	.

Car	CONcoo	car
oncques	ADVgen	onques
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
depuis	PRE	depuis
le	DETdef	le
roy	NOMcom	roi
Artus	NOMpro	Artu
,	PONfbl	,
n'	ADVneg	ne
amena	VERcjg	amener
tant	ADVgen	tant
de	PRE	de
gens	NOMcom	gens
pour	PRE	pour
ung	DETndf	un
coup	NOMcom	coup
deçà	PRE	deçà
la	DETdef	le
mer	NOMcom	mer
.	PONfrt	.

Et	CONcoo	et
s'	PROper	soi
en	PROadv	en
retourna	VERcjg	retourner
très	ADVgen	très
dilligemment	ADVgen	dilligemment
,	PONfbl	,
comme	CONsub	comme
avez	VERcjg	avoir
ouy	VERppe	ouïr
;	PONfbl	;
et	CONcoo	et
luy	PROper	lui
demoura	VERcjg	demeurer
beaucoup	ADVgen	beaucoup
d'	PRE	de
argent	NOMcom	argent
de	PRE	de
celuy	PROdem	cel
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
levé	VERppe	lever
en	PRE	en
Angleterre	NOMpro	Angleterre
pour	PRE	pour
le	DETdef	le
payement	NOMcom	paiement
de	PRE	de
ses	DETpos	son
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
.	PONfrt	.

Ainsi	ADVgen	ainsi
parvint	VERcjg	parvenir
à	PRE	à
la	DETdef	le
pluspart	NOMcom	plospard
de	PRE	de
ses	DETpos	son
intentions	NOMcom	intention
.	PONfrt	.

Il	PROimp	il
n'	ADVneg	ne
estoit	VERcjg	estre
point	ADVneg	point
complexionné	VERppe	complisner
pour	PRE	pour
porter	VERinf	porter
le	DETdef	le
travail	NOMcom	travail
qui	PROrel	que
seroit	VERcjg	estre
necessaire	ADJqua	nécessaire
à	PRE	à
ung	DETndf	un
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
qui	PROrel	que
vouldroit	VERcjg	vouloir
faire	VERinf	faire
conqueste	NOMcom	conquête
en	PRE	en
France	NOMpro	France
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	DETdem	ce
temps	NOMcom	temps
,	PONfbl	,
le	DETdef	le
roy	NOMcom	roi
avoit	VERcjg	avoir
bien	ADVgen	bien
pourveü	VERppe	pourvoir
à	PRE	à
la	DETdef	le
deffence	NOMcom	défense
,	PONfbl	,
combien	ADVgen	combien
que	CONsub	que
par	PRE	par
tout	PROind	tout
n'	ADVneg	ne
eust	VERcjg	avoir
bien	ADVgen	bien
