Comment	ADVsub	comment
desavantaige	NOMcom	desavantage
;	PONfbl	;
car	CONcoo	car
ilz	PROper	il
estoient	VERcjg	être
en	PRE	en
lieu	NOMcom	lieu
très	ADVgen	très
avantaigeux	ADJqua	avantageux
pour	PRE	pour
eulx	PROper	eux
et	CONcoo	et
ne	ADVneg	ne
povoit	VERcjg	pouvoir
aller	VERinf	aller
jusques	PRE	jusque
à	PRE	à
eulx	PROper	eux
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
eust	VERcjg	avoir
myz	VERppe	mire
son	DETpos	son
fait	NOMcom	fait
en	PRE	en
très	ADVgen	très
grant	ADJqua	grant
exart	NOMcom	exart
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
s'	CONsub	se
il	PROimp	il
estoit	VERcjg	estre
chault	ADJqua	chaut
en	PRE	en
ceste	DETdem	cest
entreprinse	NOMcom	entreprise
,	PONfbl	,
aussi	ADVgen	aussi
le	PROper	il
estoit	VERcjg	estre
son	DETpos	son
filz	NOMcom	fil
le	DETdef	le
Regent	NOMcom	regent
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
il	PROper	il
leur	PROper	leur
estoit	VERcjg	estre
tousjours	ADVgen	toujours
bien	ADVgen	bien
priz	VERppe	prendre
de	PRE	de
leurs	DETpos	leur
entreprises	NOMcom	entreprise
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
estoient	VERcjg	être
ardans	VERppa	ardre
et	CONcoo	et
desirans	VERppa	désirer
de	PRE	de
recouvrer	VERinf	recouvrer
la	DETdef	le
seigneurie	NOMcom	seigneurie
qui	PROrel	que
estoit	VERcjg	estre
pour	PRE	pour
eulx	PROper	eux
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
le	DETdef	le
cas	NOMcom	cas
leur	PROper	leur
touchoit	VERcjg	toucher
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
dit	VERcjg	dire
”	PONpdr	”
“	PONpga	“
on	PROind	on
que	CONsub	que
jamaiz	ADVgen	jamais
homme	NOMcom	homme
n'	ADVneg	ne
est	VERcjg	estre
saige	ADJqua	sage
en	PRE	en
sa	DETpos	son
cause	NOMcom	cause
;	PONfbl	;
et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ceste	DETdem	cest
cause	NOMcom	cause
,	PONfbl	,
est	VERcjg	estre
”	PONpdr	”
“	PONpga	“
il	PROimp	il
en	PRE	en
justice	NOMcom	justice
ordonné	VERppe	ordonner
qu'	CONsub	que
on	PROind	on
ne	ADVneg	ne
plaidoye	VERcjg	plaidoiier
point	ADVneg	point
pour	PRE	pour
soy	PROper	soi
”	PONpdr	”
“	PONpga	“
meismes	ADJind	même
et	CONcoo	et
fault	VERcjg	falir
faire	VERinf	faire
dire	VERinf	dire
son	DETpos	son
fait	NOMcom	fait
par	PRE	par
office	NOMcom	office
d'	PRE	de
avocat	NOMcom	avocat
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
sur	PRE	sur
ce	PROdem	ce
,	PONfbl	,
saillist	VERcjg	salir
en	PRE	en
avant	ADVgen	avant
le	DETdef	le
viel	ADJqua	vieux
Mareschal	NOMpro	Mareschal
de	PRE	de
Crathor	NOMpro	Crathor
,	PONfbl	,
qui	PROrel	que
congneust	VERcjg	connaître
bien	ADVgen	bien
qu'	CONsub	que
il	PROimp	il
n'	ADVneg	ne
y	PROadv	y
avoit	VERcjg	avoir
point	ADVneg	point
de	PRE	de
remedde	NOMcom	reméde
de	PRE	de
desmouvoir	VERinf	démouvoir
le	DETdef	le
Roy	NOMcom	roi
et	CONcoo	et
monseigneur	NOMcom	monseigneur
le	DETdef	le
Regent	NOMcom	regent
son	DETpos	son
filz	NOMcom	fil
pour	PRE	pour
l'	DETdef	le
afection	NOMcom	afection
qu'	PROrel	que
ilz	PROper	il
avoient	VERcjg	avoir
à	PRE	à
leur	DETpos	leur
cas	NOMcom	cas
meisme	ADJind	même
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
pour	PRE	pour
chose	NOMcom	chose
qu'	PROrel	que
il	PROper	il
leur	PROper	leur
peust	VERcjg	pouvoir
remonstrer	VERinf	remontrer
,	PONfbl	,
il	PROper	il
vit	VERcjg	vëoir
bien	ADVgen	bien
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
y	PROadv	y
faisoit	VERcjg	faire
rien	PROind	rien
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
voulut	VERcjg	vouloir
aleguer	VERinf	alléguer
des	PRE.DETdef	de.le
faiz	NOMcom	fait
de	PRE	de
Octovien	NOMpro	Octovien
Cesar	NOMpro	Cesar
,	PONfbl	,
comme	CONsub	comme
vous	PROper	vous
orrez	VERcjg	ouïr
;	PONfbl	;
et	CONcoo	et
puis	ADVgen	puis
aprez	PRE	après
vous	PROper	vous
seront	VERcjg	estre
declairez	VERppe	déclarer
les	DETdef	le
fais	NOMcom	faix
et	CONcoo	et
entreprise	NOMcom	entreprise
du	PRE.DETdef	de.le
roy	NOMcom	roi
Amydas	NOMpro	Amidas
et	CONcoo	et
de	PRE	de
son	DETpos	son
filz	NOMcom	fil
le	DETdef	le
Regent	NOMcom	regent
et	CONcoo	et
gouverneur	NOMcom	gouverneur
du	PRE.DETdef	de.le
royaume	NOMcom	royaume
.	PONfrt	.

“	PONpga	“
Moult	ADVgen	moult
fit	VERcjg	fïer
Octovien	NOMpro	Octovien
Cesar	NOMpro	Cesar
de	PRE	de
loix	NOMcom	loi
et	CONcoo	et
d'	PRE	de
autres	DETind	autre
ordonnances	NOMcom	ordonnance
de	PRE	de
grant	ADJqua	grant
renom	NOMcom	renom
,	PONfbl	,
qui	PROrel	que
moult	ADVgen	moult
seroient	VERcjg	estre
longues	ADJqua	lonc
à	PRE	à
racompter	VERinf	raconter
;	PONfbl	;
mais	CONcoo	mais
,	PONfbl	,
vers	PRE	vers
la	DETdef	le
fin	NOMcom	fin
,	PONfbl	,
au	PRE.DETdef	a
LXXVIIe	NOMpro	Lunzie
an	NOMcom	an
de	PRE	de
son	DETpos	son
aage	NOMcom	ëage
et	CONcoo	et
au	PRE.DETdef	a
LVIe	NOMpro	Lis
an	NOMcom	an
six	DETcar	six
moys	NOMcom	mois
et	CONcoo	et
IX	DETcar	neuf
jours	NOMcom	jour
de	PRE	de
son	DETpos	son
empire	NOMcom	empire
,	PONfbl	,
il	PROper	il
mourust	VERcjg	mourir
en	PRE	en
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Nolle	NOMpro	Nolle
en	PRE	en
Champaigne	NOMpro	Champagne
et	CONcoo	et
fut	VERcjg	être
ensepvelly	VERppe	ensepvelir
à	PRE	à
Romme	NOMpro	Rome
en	PRE	en
Champ	NOMpro	Champ
”	PONpdr	”
“	PONpga	“
Marc	NOMpro	Marc
,	PONfbl	,
moult	ADVgen	moult
plaint	VERcjg	plaindre
de	PRE	de
tous	DETind	tous
les	DETdef	le
Romains	NOMpro	Romain
;	PONfbl	;
car	CONcoo	car
il	PROper	il
leur	PROper	leur
avoit	VERcjg	avoir
aquises	VERppe	acquérir
moult	ADVgen	moult
de	PRE	de
seigneuries	NOMcom	seigneurie
et	CONcoo	et
de	PRE	de
biens	NOMcom	bien
et	CONcoo	et
estoit	VERcjg	estre
moult	ADVgen	moult
preudomme	NOMcom	prudhomme
,	PONfbl	,
droicturier	ADJqua	droicturier
,	PONfbl	,
debonnaire	ADJqua	débonnaire
et	CONcoo	et
de	PRE	de
franc	ADJqua	franc
couraige	NOMcom	courage
.	PONfrt	.

Eutrope	NOMpro	Eutrope
dit	VERcjg	dire
que	CONsub	que
nul	PROind	nul
ne	ADVneg	ne
fut	VERcjg	être
plus	ADVgen	plus
envieux	ADJqua	envieux
en	PRE	en
bataille	NOMcom	bataille
,	PONfbl	,
ne	CONcoo	ne
plus	ADVgen	plus
actrempé	VERppe	actremper
en	PRE	en
paix	NOMcom	paix
.	PONfrt	.

Oncques	ADVgen	onques
ne	ADVneg	ne
fut	VERcjg	être
l'	DETdef	le
empire	NOMcom	empire
de	PRE	de
Romme	NOMpro	Rome
tant	ADVgen	tant
en	PRE	en
ses	DETpos	son
fleurs	NOMcom	fleur
,	PONfbl	,
comme	CONsub	comme
elle	PROper	elle
fut	VERcjg	être
en	PRE	en
son	DETpos	son
temps	NOMcom	temps
.	PONfrt	.

Les	DETdef	le
nacions	NOMcom	nation
qui	PROrel	que
avoient	VERcjg	avoir
discort	NOMcom	discort
ramenoit	VERcjg	ramener
en	PRE	en
son	DETpos	son
service	NOMcom	service
et	CONcoo	et
tenoit	VERcjg	tenir
moult	ADVgen	moult
roidement	ADVgen	roidement
la	DETdef	le
discipline	NOMcom	discipline
de	PRE	de
chevalerie	NOMcom	chevalerie
.	PONfrt	.

S'	CONsub	se
il	PROimp	il
avenoit	VERcjg	advenir
que	CONsub	que
aucune	DETind	aucun
cohorte	NOMcom	cohorte
guerpist	VERcjg	guerpir
son	DETpos	son
ost	NOMcom	ost
en	PRE	en
bataille	NOMcom	bataille
,	PONfbl	,
il	PROper	il
les	PROper	il
faisoit	VERcjg	faire
jeuner	VERinf	jeûner
en	PRE	en
pain	NOMcom	pain
d'	PRE	de
orge	NOMcom	orge
;	PONfbl	;
et	CONcoo	et
,	PONfbl	,
se	CONsub	se
c'	PROdem	ce
estoit	VERcjg	estre
centurions	NOMcom	centurion
ou	CONcoo	o
manipulaires	ADJqua	manipuler
,	PONfbl	,
ilz	PROper	il
perdoient	VERcjg	perdre
le	DETdef	le
chief	NOMcom	chief
.	PONfrt	.

Pour	PRE	pour
aultres	DETind	autre
meffaiz	NOMcom	méfait
,	PONfbl	,
il	PROper	il
faisoit	VERcjg	faire
diverses	DETind	divers
amendes	NOMcom	amende
,	PONfbl	,
comme	CONsub	comme
d'	PRE	de
estre	VERinf	estre
tout	DETind	tout
le	DETdef	le
jour	NOMcom	jour
devant	PRE	devant
le	DETdef	le
prestor	NOMcom	prêteur
deschaulx	VERppe	déchalser
et	CONcoo	et
desceintz	VERppe	desceindre
.	PONfrt	.

Aux	PRE.DETdef	à.le
chevaliers	NOMcom	chevalier
,	PONfbl	,
qui	PROrel	que
meffaiz	VERppe	méfaire
s'	PROper	soi
estoient	VERcjg	être
en	PRE	en
bataille	NOMcom	bataille
aucuneffoiz	ADVgen	aucunefiz
,	PONfbl	,
faisoit	VERcjg	faire
porter	VERinf	porter
pierres	NOMcom	piere
à	PRE	à
leurs	DETpos	leur
colz	NOMcom	cout
ou	CONcoo	o
blocz	NOMcom	blot
.	PONfrt	.

Il	PROper	il
disoit	VERcjg	dire
que	CONsub	que
nulle	DETind	nul
chose	NOMcom	chose
n'	ADVneg	ne
avenoit	VERcjg	advenir
si	ADVgen	si
mal	ADVgen	mal
à	PRE	à
conduiseur	NOMcom	conduiseur
de	PRE	de
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
que	CONsub	que
haste	NOMcom	haste
et	CONcoo	et
fol	ADJqua	fol
hardement	NOMcom	hardement
;	PONfbl	;
et	CONcoo	et
disoit	VERcjg	dire
que	CONsub	que
assez	ADVgen	assez
tost	ADVgen	tost
estoit	VERcjg	estre
fait	VERppe	faire
quanque	PROrel	cant
bien	ADVgen	bien
estoit	VERcjg	estre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
et	CONcoo	et
vous	PROper	vous
,	PONfbl	,
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
je	PROper	je
dy	VERcjg	dire
que	CONsub	que
vous	PROper	vous
ne	ADVneg	ne
vous	PROper	vous
devez	VERcjg	devoir
pas	ADVneg	pas
haster	VERinf	haster
et	CONcoo	et
que	CONsub	que
vous	PROper	vous
devez	VERcjg	devoir
prendre	VERinf	prendre
vostre	DETpos	vostre
fait	NOMcom	fait
plus	ADVgen	plus
froidement	ADVgen	froidement
;	PONfbl	;
et	CONcoo	et
fault	VERcjg	falir
dire	VERinf	dire
comme	CONsub	comme
l'	DETdef	le
empereur	NOMcom	empereur
Octovien	NOMpro	Octovien
que	CONsub	que
nulle	DETind	nul
chose	NOMcom	chose
n'	ADVneg	ne
avient	VERcjg	avenir
si	ADVgen	si
mal	NOMcom	mal
à	PRE	à
conduiseur	NOMcom	conduiseur
de	PRE	de
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
que	CONsub	que
haste	NOMcom	haste
et	CONcoo	et
fol	ADJqua	fol
hardement	NOMcom	hardement
,	PONfbl	,
et	CONcoo	et
qu'	CONsub	que
assez	ADVgen	assez
tost	ADVgen	tost
est	VERcjg	estre
fait	VERppe	faire
quanque	PROrel	cant
bien	ADVgen	bien
est	VERcjg	estre
.	PONfrt	.

Et	CONcoo	et
je	PROper	je
l'	PROper	il
ay	VERcjg	avoir
voulu	VERppe	vouloir
dire	VERinf	dire
deux	DETcar	deux
foys	NOMcom	fois
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
je	PROper	je
l'	PROper	il
ay	VERcjg	avoir
trouvé	VERppe	trouver
bon	ADJqua	bon
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
s'	CONsub	se
il	PROimp	il
vous	PROper	vous
plaist	VERcjg	plaire
,	PONfbl	,
vous	PROper	vous
debatrez	VERcjg	debatre
bien	ADVgen	bien
et	CONcoo	et
à	PRE	à
loysir	VERinf	loisir
vostre	DETpos	vostre
entreprise	NOMcom	entreprise
et	CONcoo	et
l'	PROper	il
executerez	VERcjg	exécuter
bien	ADVgen	bien
et	CONcoo	et
dilligemment	ADVgen	dilligemment
.	PONfrt	.

Et	CONcoo	et
vous	PROper	vous
”	PONpdr	”
“	PONpga	“
meisme	ADJind	même
,	PONfbl	,
monseigneur	NOMcom	monseigneur
le	DETdef	le
Regent	NOMcom	regent
,	PONfbl	,
dictes	VERcjg	dire
que	CONsub	que
chaleur	NOMcom	chaleur
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
requise	VERppe	requerre
en	PRE	en
guerre	NOMcom	guerre
,	PONfbl	,
mais	CONcoo	mais
bonne	ADJqua	bon
dilligence	NOMcom	dilijance
.	PONfrt	.

Or	ADVgen	or
debatons	VERcjg	débattre
bien	ADVgen	bien
et	CONcoo	et
froidement	NOMcom	froidement
et	CONcoo	et
executons	NOMcom	exécuton
dilligemment	ADVgen	dilligemment
.	PONfbl	.
”	PONpdr	”
Quant	CONsub	quand
le	DETdef	le
roy	NOMcom	roi
Amydas	NOMpro	Amidas
et	CONcoo	et
le	DETdef	le
Regent	NOMcom	regent
son	DETpos	son
filz	NOMcom	fil
eurent	VERcjg	avoir
bien	ADVgen	bien
oy	VERppe	ouïr
les	DETdef	le
raisons	NOMcom	raison
de	PRE	de
chascun	PROind	chascun
et	CONcoo	et
meismement	ADVgen	mêmement
les	DETdef	le
faiz	NOMcom	fait
d'	PRE	de
Octovien	NOMpro	Octovien
Cesar	NOMpro	Cesar
que	PROrel	que
le	DETdef	le
Mareschal	NOMpro	Mareschal
avoit	VERcjg	avoir
allegués	VERppe	alléguer
et	CONcoo	et
ses	DETpos	son
raisons	NOMcom	raison
,	PONfbl	,
ilz	PROper	il
les	PROper	il
entendirent	VERcjg	entendre
très	ADVgen	très
bien	ADVgen	bien
et	CONcoo	et
crurent	VERcjg	croire
conseil	NOMcom	conseil
comme	CONsub	comme
saiges	ADJqua	sage
qu'	PROrel	que
ilz	PROper	il
estoient	VERcjg	être
;	PONfbl	;
car	CONcoo	car
princes	NOMcom	prince
et	CONcoo	et
toutes	DETind	tous
gens	NOMcom	gens
ne	ADVneg	ne
pevent	VERcjg	pouvoir
mieulx	ADVgen	mieux
faire	VERinf	faire
que	CONsub	que
de	PRE	de
user	VERinf	user
par	PRE	par
conseil	NOMcom	conseil
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
sur	PRE	sur
ce	PROdem	ce
,	PONfbl	,
delibererent	VERcjg	délibérer
le	DETdef	le
roy	NOMcom	roi
Amydas	NOMpro	Amidas
et	CONcoo	et
le	DETdef	le
Regent	NOMcom	regent
son	DETpos	son
filz	NOMcom	fil
de	PRE	de
prendre	VERinf	prendre
jour	NOMcom	jour
et	CONcoo	et
heure	NOMcom	heure
d'	PRE	de
avoir	VERinf	avoir
des	PRE.DETdef	de.le
plus	ADVgen	plus
notables	ADJqua	noutable
gens	NOMcom	gens
qu'	PROrel	que
ilz	PROper	il
pourroient	VERcjg	pouvoir
finer	VERinf	finer
pour	PRE	pour
debatre	VERinf	debatre
bien	ADVgen	bien
leur	DETpos	leur
matière	NOMcom	matiere
,	PONfbl	,
pour	PRE	pour
oster	VERinf	oster
tous	DETind	tous
les	DETdef	le
doubtes	NOMcom	doute
qui	PROrel	que
leur	PROper	leur
pourroient	VERcjg	pouvoir
venir	VERinf	venir
aux	PRE.DETdef	à.le
champs	NOMcom	champ
,	PONfbl	,
et	CONcoo	et
pour	PRE	pour
donner	VERinf	donner
tous	DETind	tous
les	DETdef	le
bons	ADJqua	bon
remeddes	NOMcom	reméde
de	PRE	de
bataille	NOMcom	bataille
de	PRE	de
quoi	PROrel	quoi
ilz	PROper	il
se	PROper	soi
pourroient	VERcjg	pouvoir
aider	VERinf	aider
.	PONfrt	.

Car	CONcoo	car
il	PROimp	il
advint	VERcjg	advenir
une	DETndf	un
foys	NOMcom	fois
ès	PRE.DETdef	en.le
Ytales	NOMpro	Itales
une	DETndf	un
grant	ADJqua	grant
bataille	NOMcom	bataille
,	PONfbl	,
où	PROrel	où
plusieurs	DETind	plusieurs
saiges	ADJqua	sage
et	CONcoo	et
bons	ADJqua	bon
cappitaines	NOMcom	chapitaine
estoient	VERcjg	être
,	PONfbl	,
tant	ADVgen	tant
d'	PRE	de
ung	DETndf	un
costé	NOMcom	costé
que	CONsub	que
d'	PRE	de
autre	PROind	autre
,	PONfbl	,
que	CONsub	que
depuis	PRE	depuis
le	DETdef	le
point	NOMcom	point
du	PRE.DETdef	de.le
jour	NOMcom	jour
jusques	PRE	jusque
à	PRE	à
la	DETdef	le
nuit	NOMcom	nuit
,	PONfbl	,
ilz	PROper	il
ne	ADVneg	ne
se	PROper	soi
peurent	VERcjg	pouvoir
desconfire	VERinf	desconfire
pour	PRE	pour
les	DETdef	le
bons	ADJqua	bon
remeddes	NOMcom	reméde
de	PRE	de
bataille	NOMcom	bataille
qu'	PROrel	que
ilz	PROper	il
donnoient	VERcjg	donner
les	DETdef	le
ungs	PROind	un
contre	PRE	contre
les	DETdef	le
autres	PROind	autre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
en	PRE	en
France	NOMpro	France
,	PONfbl	,
de	PRE	de
ces	DETdem	ce
derrenières	ADJqua	derranier
guerres	NOMcom	guerre
,	PONfbl	,
il	PROimp	il
est	VERcjg	estre
advenu	VERppe	avenir
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
,	PONfbl	,
à	PRE	à
la	DETdef	le
bataille	NOMcom	bataille
de	PRE	de
Senlis	NOMpro	Senlis
,	PONfbl	,
à	PRE	à
L'	DETdef	le
Ommeau	NOMpro	Hommeau
”	PONpdr	”
“	PONpga	“
Lescameau	NOMpro	Lescameau
et	CONcoo	et
à	PRE	à
Cillé	NOMpro	Cillé
”	PONpdr	”
“	PONpga	“
le	DETdef	le
”	PONpdr	”
“	PONpga	“
Guillaume	NOMpro	Guillaume
,	PONfbl	,
devant	PRE	devant
Avranches	NOMpro	Avranche
,	PONfbl	,
qui	PROrel	que
dura	VERcjg	durer
par	PRE	par
trois	DETcar	trois
jours	NOMcom	jour
sans	PRE	sans
ce	PROdem	ce
que	CONsub	que
les	DETdef	le
ungs	PROind	un
ne	CONcoo	ne
les	DETdef	le
autres	PROind	autre
peussent	VERcjg	pouvoir
gaigner	VERinf	gagner
ung	DETndf	un
petit	ADJqua	petit
ruisseau	NOMcom	ruisseau
qui	PROrel	que
y	PROadv	y
estoit	VERcjg	estre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
en	PRE	en
autres	DETind	autre
lieux	NOMcom	lieu
,	PONfbl	,
il	PROimp	il
est	VERcjg	estre
advenu	VERppe	avenir
que	CONsub	que
les	DETdef	le
plus	ADVgen	plus
foebles	ADJqua	fouble
combateurs	NOMcom	combatteur
,	PONfbl	,
pour	PRE	pour
longuement	ADVgen	longuement
durer	VERinf	durer
et	CONcoo	et
endurer	VERinf	endurer
et	CONcoo	et
saigement	ADVgen	sagement
eux	PROper	eux
conduire	VERinf	conduire
,	PONfbl	,
ont	VERcjg	avoir
vaincu	VERppe	veintre
leurs	DETpos	leur
ennemiz	NOMcom	ennemi
,	PONfbl	,
comme	CONsub	comme
nagueres	NOMcom	nagueur
devant	PRE	devant
Basle	NOMpro	Basle
les	DETdef	le
Françoys	NOMpro	Français
desconfirent	VERcjg	déconfire
les	DETdef	le
Suisses	NOMpro	Suisse
,	PONfbl	,
et	CONcoo	et
dura	VERcjg	durer
la	DETdef	le
bataille	NOMcom	bataille
depuis	PRE	depuis
le	DETdef	le
soleil	NOMcom	soleil
levé	VERppe	lever
jusques	PRE	jusque
au	PRE.DETdef	a
soleil	NOMcom	soleil
couchié	VERppe	couchier
.	PONfrt	.

Or	ADVgen	or
est	VERcjg	estre
venu	VERppe	venir
le	DETdef	le
jour	NOMcom	jour
et	CONcoo	et
l'	DETdef	le
eure	NOMcom	heure
que	PROrel	que
le	DETdef	le
roy	NOMcom	roi
Amydas	NOMpro	Amidas
et	CONcoo	et
son	DETpos	son
filz	NOMcom	fil
le	DETdef	le
Regent	NOMcom	regent
ont	VERcjg	avoir
assemblé	VERppe	assembler
leurs	DETpos	leur
amyz	NOMcom	ami
,	PONfbl	,
conseillers	NOMcom	conseiller
et	CONcoo	et
serviteurs	NOMcom	serviteur
,	PONfbl	,
ainsi	ADVgen	ainsi
que	CONsub	que
vous	PROper	vous
orrez	VERcjg	ouïr
,	PONfbl	,
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
du	PRE.DETdef	de.le
Don	NOMpro	Don
.	PONfrt	.

Et	CONcoo	et
declarerent	VERcjg	déclarer
ce	PROdem	ce
qu'	PROrel	que
ilz	PROper	il
ont	VERcjg	avoir
ouy	VERppe	ouïr
de	PRE	de
leurs	DETpos	leur
ennemyz	NOMcom	ennemi
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
qu'	CONsub	que
ilz	PROper	il
faisoient	VERcjg	faire
une	DETndf	un
très	ADVgen	très
grosse	ADJqua	gros
armée	NOMcom	armée
,	PONfbl	,
tant	ADVgen	tant
d'	PRE	de
eulx	PROper	eux
que	CONsub	que
de	PRE	de
leurs	DETpos	leur
aliez	NOMcom	allez
,	PONfbl	,
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
en	PRE	en
voulenté	NOMcom	volonté
de	PRE	de
les	PROper	il
aller	VERinf	aller
combatre	VERinf	combattre
là	ADVgen	là
où	PROrel	où
ilz	PROper	il
estoient	VERcjg	être
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
sur	PRE	sur
ce	PROdem	ce
,	PONfbl	,
leur	PROper	leur
demanda	VERcjg	demander
leurs	DETpos	leur
oppinions	NOMcom	opinion
.	PONfrt	.

En	PRE	en
brief	NOMcom	bref
,	PONfbl	,
les	DETdef	le
oppinions	NOMcom	opinion
furent	VERcjg	estre
qu'	CONsub	que
ilz	PROper	il
ne	ADVneg	ne
se	PROper	soi
povoient	VERcjg	pouvoir
longuement	ADVgen	longuement
entretenir	VERinf	entretenir
en	PRE	en
leur	DETpos	leur
payz	NOMcom	pay
que	CONsub	que
ce	PROdem	ce
ne	ADVneg	ne
fust	VERcjg	estre
la	DETdef	le
destruction	NOMcom	destruction
d'	PRE	de
eulx	PROper	eux
et	CONcoo	et
de	PRE	de
leurs	DETpos	leur
subjectz	NOMcom	sujét
,	PONfbl	,
et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
il	PROimp	il
estoit	VERcjg	estre
force	NOMcom	force
qu'	CONsub	que
ilz	PROper	il
entrassent	VERcjg	entrer
de	PRE	de
brief	NOMcom	bref
ou	PRE.DETdef	en.le
payz	NOMcom	pay
du	PRE.DETdef	de.le
Roy	NOMcom	roi
,	PONfbl	,
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
valloit	VERcjg	valoir
mieulx	ADVgen	mieux
leur	PROper	leur
laisser	NOMcom	laisser
faire	VERinf	faire
que	CONsub	que
d'	PRE	de
aller	VERinf	aller
à	PRE	à
eulx	PROper	eux
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
force	NOMcom	force
leur	PROper	leur
estoit	VERcjg	estre
de	PRE	de
marcher	VERinf	marcher
ou	CONcoo	o
d'	PRE	de
eulx	PROper	eux
rompre	VERinf	rompre
.	PONfrt	.

Sur	PRE	sur
quoy	PROrel	quoi
,	PONfbl	,
le	DETdef	le
roy	NOMcom	roi
Amydas	NOMpro	Amidas
respondist	VERcjg	répondre
et	CONcoo	et
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Messeigneurs	NOMcom	messeigneur
,	PONfbl	,
je	PROper	je
suppose	VERcjg	supposer
qu'	CONsub	que
ilz	PROper	il
ne	ADVneg	ne
marcheront	VERcjg	marchier
point	ADVneg	point
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
se	PROper	soi
despartiront	VERcjg	départir
pour	PRE	pour
soulaiger	VERinf	soulager
leur	DETpos	leur
payz	NOMcom	pay
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
pour	PRE	pour
ceste	DETdem	cest
heure	NOMcom	heure
,	PONfbl	,
ilz	PROper	il
ne	ADVneg	ne
voient	VERcjg	vëoir
pas	ADVneg	pas
leur	DETpos	leur
avantaige	NOMcom	avantage
d'	PRE	de
entreprendre	VERinf	entreprendre
riens	PROind	rien
sur	PRE	sur
moi	PROper	je
ne	CONcoo	ne
sur	PRE	sur
mon	DETpos	mon
payz	NOMcom	pay
.	PONfrt	.

Doy	VERcjg	devoir
”	PONpdr	”
“	PONpga	“
je	PROper	je
pourtant	ADVgen	pourtant
laissier	VERinf	laisser
ce	DETdem	ce
venin	NOMcom	venin
endormir	VERinf	endormir
sur	PRE	sur
mon	DETpos	mon
estomac	NOMcom	estomac
,	PONfbl	,
qui	PROrel	que
un	DETndf	un
jour	NOMcom	jour
me	PROper	je
tuera	VERcjg	tuer
?	PONfrt	?

Et	CONcoo	et
le	PROper	il
prendront	VERcjg	prendre
à	PRE	à
leur	DETpos	leur
avantaige	NOMcom	avantage
et	CONcoo	et
quant	CONsub	cant
je	PROper	je
seray	VERcjg	être
despourveu	VERppe	dépourvoir
.	PONfrt	.

Je	PROper	je
ne	ADVneg	ne
puis	VERcjg	pöoir
bonnement	ADVgen	bonnement
souffrir	VERinf	souffrir
ceste	DETdem	cest
melencollye	NOMcom	mélancolie
en	PRE	en
mon	DETpos	mon
cuer	NOMcom	cuer
,	PONfbl	,
et	CONcoo	et
vault	VERcjg	valoir
mieulx	ADVgen	mieux
que	CONsub	que
je	PROper	je
les	PROper	il
voise	VERcjg	aler
querir	VERinf	quérir
ou	CONcoo	o
à	PRE	à
perte	NOMcom	perte
ou	CONcoo	o
à	PRE	à
gaing	NOMcom	gaing
,	PONfbl	,
jusques	PRE	jusque
où	PROrel	où
ilz	PROper	il
sont	VERcjg	estre
,	PONfbl	,
que	CONsub	que
je	PROper	je
demeure	VERcjg	demeurer
